@relation forestfires-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0_clustered

@attribute Instance_number numeric
@attribute X numeric
@attribute Y numeric
@attribute month {mar,oct,aug,sep,apr,jun,jul,feb,jan,dec,may,nov}
@attribute day {fri,tue,sat,sun,mon,wed,thu}
@attribute FFMC numeric
@attribute DMC numeric
@attribute DC numeric
@attribute ISI numeric
@attribute temp numeric
@attribute RH numeric
@attribute wind numeric
@attribute rain numeric
@attribute area numeric
@attribute Cluster {cluster0,cluster1,cluster2}

@data
51,0.375,0.142857,aug,sun,0.922581,0.339421,0.730972,0.112299,0.620579,0.223529,0.2,0,0,cluster2
52,0.375,0.142857,aug,wed,0.947097,0.379394,0.757828,0.171123,0.585209,0.317647,0.5,0,0,cluster2
53,0.375,0.142857,aug,wed,0.947097,0.379394,0.757828,0.171123,0.585209,0.317647,0.5,0,0,cluster2
54,0.375,0.142857,aug,thu,0.941935,0.390076,0.766272,0.112299,0.495177,0.352941,0.355556,0,0,cluster2
55,0.375,0.142857,sep,thu,0.957419,0.468298,0.819163,0.163993,0.819936,0.105882,0.2,0,0,cluster0
56,0.375,0.142857,sep,tue,0.923871,0.274294,0.847074,0.112299,0.501608,0.564706,0.5,0,0,cluster0
57,0.375,0.142857,oct,sun,0.953548,0.156444,0.802041,0.156863,0.37299,0.411765,0.255556,0,0,cluster2
58,0.125,0,feb,mon,0.842581,0.028256,0.030609,0.037433,0.376206,0.294118,0.555556,0,0,cluster1
59,0.125,0,feb,fri,0.876129,0.041695,0.041163,0.094474,0.324759,0.423529,0.055556,0,0,cluster0
60,0.125,0,mar,sun,0.910968,0.172984,0.11059,0.171123,0.299035,0.282353,0.6,0,0,cluster1
61,0.125,0,mar,sun,0.910968,0.172984,0.11059,0.171123,0.106109,0.517647,0.655556,0,0,cluster1
62,0.125,0,aug,thu,0.95871,0.255686,0.537938,0.137255,0.533762,0.235294,0.5,0,0,cluster2
63,0.125,0,aug,sun,0.922581,0.339421,0.730972,0.112299,0.598071,0.211765,0.255556,0,0,cluster2
64,0.125,0,aug,mon,0.934194,0.351826,0.739885,0.103387,0.672026,0.188235,0.3,0,0,cluster2
65,0.125,0,aug,thu,0.941935,0.390076,0.766272,0.112299,0.527331,0.341176,0.455556,0,0,cluster2
66,0.125,0,sep,fri,0.950968,0.402481,0.774129,0.217469,0.66881,0.258824,0.455556,0,0,cluster0
67,0.125,0,sep,fri,0.950968,0.402481,0.774129,0.217469,0.559486,0.211765,0.555556,0,0,cluster0
68,0.125,0,sep,fri,0.950968,0.402481,0.774129,0.217469,0.559486,0.211765,0.655556,0,0,cluster0
69,0.375,0.428571,mar,fri,0.941935,0.110958,0.081623,0.160428,0.482315,0.129412,0.455556,0,0,cluster1
70,0.375,0.428571,mar,fri,0.935484,0.162646,0.10543,0.222816,0.437299,0.141176,0.8,0,0,cluster1
71,0.375,0.428571,sep,fri,0.975484,0.289456,0.802627,0.283422,0.498392,0.258824,0.355556,0,0,cluster0
72,0.5,0.285714,mar,fri,0.941935,0.110958,0.081623,0.160428,0.430868,0.117647,0.655556,0,0,cluster1
73,0.5,0.285714,aug,tue,0.904516,0.50379,0.711387,0.160428,0.485531,0.329412,0.455556,0,0,cluster2
74,0.5,0.285714,sep,fri,0.962581,0.482771,0.827958,0.247772,0.81672,0.176471,0.1,0,0,cluster0
75,1,1,feb,thu,0.845161,0.019642,0.02193,0.137255,0.144695,0.752941,0.3,0,0,cluster1
76,1,1,feb,fri,0.876129,0.041695,0.041163,0.094474,0.434084,0.329412,0.3,0,0,cluster0
77,0,0.142857,mar,mon,0.889032,0.176085,0.112466,0.089127,0.196141,0.670588,0.3,0,0,cluster1
78,0,0,aug,fri,0.92129,0.368367,0.612056,0.222816,0.401929,0.6,0.255556,0,0,cluster0
79,0,0,aug,tue,0.932903,0.413853,0.649349,0.124777,0.623794,0.047059,0.7,0,0,cluster2
80,0,0,aug,sun,0.938065,0.486906,0.696024,0.188948,0.55627,0.282353,0.655556,0,0,cluster2
81,0,0,aug,sun,0.922581,0.339421,0.730972,0.112299,0.504823,0.341176,0.2,0,0,cluster2
82,0,0,aug,tue,0.981935,0.3694,0.749619,0.30303,0.527331,0.423529,0.455556,0,0,cluster2
83,0,0,aug,wed,0.947097,0.379394,0.757828,0.171123,0.463023,0.376471,0.055556,0,0,cluster2
84,0,0,aug,thu,0.941935,0.390076,0.766272,0.112299,0.578778,0.352941,0.355556,0,0,cluster2
85,0,0,sep,thu,0.957419,0.468298,0.819163,0.163993,0.620579,0,0.055556,0,0,cluster0
86,0,0,sep,thu,0.957419,0.468298,0.819163,0.163993,0.745981,0.141176,0.2,0,0,cluster0
87,0,0,sep,thu,0.957419,0.468298,0.819163,0.163993,0.649518,0.223529,0.2,0,0,cluster0
88,0,0,sep,sun,0.965161,0.510682,0.845198,0.144385,0.742765,0.247059,0.355556,0,0,cluster0
89,0.625,0.428571,mar,sat,0.941935,0.119573,0.085493,0.139037,0.488746,0.117647,0.5,0,0,cluster1
90,0.625,0.428571,aug,sat,0.922581,0.330117,0.722763,0.158645,0.401929,0.517647,0.6,0,0,cluster2
91,0.875,0.571429,mar,fri,0.941935,0.119573,0.085493,0.139037,0.488746,0.105882,0.555556,0,0,cluster1
92,0.875,0.571429,aug,sun,0.949677,0.290145,0.563035,0.262032,0.598071,0.2,0.655556,0,0,cluster2
93,0.875,0.571429,aug,sun,0.938065,0.486906,0.696024,0.188948,0.514469,0.329412,0.5,0,0,cluster2
94,0.875,0.571429,aug,mon,0.934194,0.351826,0.739885,0.103387,0.681672,0.082353,0.255556,0,0,cluster2
95,0.375,0.285714,sep,sun,0.916129,0.30634,0.816817,0.085561,0.501608,0.576471,0.1,0,0,cluster0
96,0.25,0.285714,feb,sat,0.84129,0.023777,0.026152,0.046346,0.337621,0.388235,0.155556,0,0,cluster1
97,0.25,0.285714,mar,sat,0.649032,0.00448,0.008913,0.012478,0.488746,0.105882,0.555556,0,0,cluster1
98,0.25,0.285714,aug,sun,0.938065,0.486906,0.696024,0.188948,0.302251,0.847059,0.455556,0,0,cluster2
99,0.25,0.285714,aug,sun,0.938065,0.486906,0.696024,0.188948,0.565916,0.282353,0.555556,0,0,cluster2
100,0.25,0.285714,aug,sun,0.938065,0.486906,0.696024,0.188948,0.565916,0.282353,0.555556,0,0,cluster2
101,0.25,0.285714,aug,tue,0.904516,0.50379,0.711387,0.160428,0.392283,0.6,0.555556,0,0,cluster2
102,0.125,0.285714,aug,tue,0.981935,0.3694,0.749619,0.30303,0.575563,0.294118,0.4,0,0,cluster2
103,0.125,0.285714,sep,sat,0.952258,0.413508,0.781635,0.153298,0.70418,0.164706,0.455556,0,0,cluster0
104,0.125,0.285714,jan,sat,0.818065,0.008959,0.001642,0.051693,0.099678,0.741176,0.3,0,0,cluster1
105,0.375,0.428571,mar,fri,0.867097,0.063405,0.057934,0.049911,0.337621,0.435294,0.655556,0,0,cluster1
106,0.375,0.428571,mar,thu,0.938065,0.101999,0.07787,0.13369,0.514469,0.164706,0.3,0,0,cluster1
107,0.375,0.428571,aug,sun,0.922581,0.339421,0.730972,0.112299,0.617363,0.211765,0.3,0,0,cluster2
108,0.375,0.428571,sep,sat,0.952258,0.299449,0.810015,0.12656,0.581994,0.352941,0.3,0,0,cluster0
109,0.375,0.428571,sep,mon,0.901935,0.312543,0.823267,0.12656,0.488746,0.482353,0.555556,0,0,cluster0
110,0.375,0.285714,mar,fri,0.867097,0.063405,0.057934,0.049911,0.369775,0.329412,0.6,0,0,cluster1
111,0.25,0.285714,mar,fri,0.941935,0.110958,0.081623,0.160428,0.533762,0.035294,0.455556,0,0,cluster1
112,0.25,0.285714,sep,sun,0.916129,0.30634,0.816817,0.085561,0.662379,0.282353,0.355556,0,0,cluster0
113,0.25,0.285714,sep,mon,0.943226,0.266713,0.840155,0.163993,0.536977,0.235294,0.255556,0,0,cluster0
114,0.25,0.285714,mar,tue,0.895484,0.084769,0.070013,0.067736,0.437299,0.141176,0.8,0,0,cluster1
115,0.25,0.428571,mar,tue,0.895484,0.084769,0.070013,0.067736,0.427653,0.141176,0.655556,0,0,cluster1
116,0.25,0.285714,mar,sat,0.941935,0.119573,0.085493,0.139037,0.302251,0.176471,0.655556,0,0,cluster1
117,0.25,0.285714,mar,sat,0.941935,0.119573,0.085493,0.139037,0.418006,0.141176,0.5,0,0,cluster1
118,0.25,0.285714,mar,mon,0.92129,0.133012,0.092295,0.110517,0.270096,0.176471,0.4,0,0,cluster1
119,0.25,0.285714,aug,thu,0.95871,0.255686,0.537938,0.137255,0.559486,0.247059,0.3,0,0,cluster2
120,0.25,0.285714,aug,mon,0.939355,0.497243,0.703999,0.190731,0.26045,0.694118,0.2,0,0,cluster2
121,0.25,0.285714,aug,mon,0.939355,0.497243,0.703999,0.190731,0.4791,0.329412,0.555556,0,0,cluster2
122,0.25,0.285714,sep,sun,0.950968,0.423846,0.789023,0.151515,0.652733,0.317647,0.555556,0,0,cluster2
123,0.25,0.285714,sep,tue,0.847742,0.249139,0.778703,0.057041,0.504823,0.352941,0.3,0,0,cluster0
124,0.25,0.285714,sep,fri,0.975484,0.289456,0.802627,0.283422,0.565916,0.411765,0.555556,0,0,cluster0
125,0.25,0.285714,oct,sun,0.953548,0.156444,0.802041,0.156863,0.59164,0.105882,0.555556,0,0,cluster2
126,0.25,0.428571,mar,mon,0.889032,0.176085,0.112466,0.089127,0.21865,0.4,0.2,0,0,cluster1
127,0.25,0.428571,sep,fri,0.965161,0.510682,0.845198,0.144385,0.482315,0.329412,0.3,0,0,cluster0
128,0.25,0.428571,oct,wed,0.938065,0.126809,0.780931,0.092692,0.440514,0.364706,0.355556,0,0,cluster0
129,0.125,0.428571,oct,sun,0.953548,0.156444,0.802041,0.156863,0.424437,0.235294,0.055556,0,0,cluster2
130,0.375,0.571429,feb,sat,0.63871,0.070296,0.092999,0.01426,0.424437,0.294118,0.255556,0,0,cluster1
131,0.375,0.571429,mar,mon,0.883871,0.078567,0.066612,0.073084,0.379421,0.282353,0.3,0,0,cluster1
132,0.375,0.571429,mar,sun,0.910968,0.172984,0.11059,0.171123,0.270096,0.364706,0.5,0,0,cluster1
133,0.375,0.571429,sep,thu,0.967742,0.274983,0.7943,0.319073,0.495177,0.317647,0.3,0,0,cluster0
134,0.25,0.428571,mar,tue,0.895484,0.084769,0.070013,0.067736,0.40836,0.270588,0.255556,0,0,cluster1
135,0.25,0.428571,aug,sat,0.965161,0.476568,0.687581,0.361854,0.495177,0.435294,0.6,0,0,cluster2
136,0.25,0.571429,sep,sun,0.950968,0.423846,0.789023,0.151515,0.482315,0.505882,0.1,0,0,cluster0
137,0.25,0.571429,sep,mon,0.931613,0.432116,0.795825,0.124777,0.430868,0.6,0.3,0,0,cluster0
138,1,1,jul,tue,0.865806,0.162646,0.358274,0.069519,0.508039,0.317647,0.255556,0,0.36,cluster1
139,0,0.285714,sep,tue,0.932903,0.442453,0.802979,0.124777,0.62701,0.270588,0.2,0,0.43,cluster0
140,0.125,0.428571,sep,mon,0.931613,0.432116,0.795825,0.124777,0.633441,0.282353,0.155556,0,0.47,cluster0
141,0,0,aug,wed,0.990968,0.340455,0.592706,0.235294,0.678457,0.188235,0.455556,0,0.55,cluster2
142,0.875,0.571429,aug,fri,0.92129,0.368367,0.612056,0.222816,0.610932,0.423529,0.944444,0,0.61,cluster2
143,0,0,jul,sat,0.92,0.172984,0.33822,0.15508,0.463023,0.447059,0.555556,0,0.71,cluster1
144,0.125,0.428571,aug,wed,0.990968,0.340455,0.592706,0.235294,0.694534,0.2,0.555556,0,0.77,cluster2
145,0.625,0.428571,aug,thu,0.987097,0.450034,0.66952,0.185383,0.810289,0.082353,0.4,0,0.9,cluster2
146,0.5,0.285714,mar,mon,0.92129,0.133012,0.092295,0.110517,0.353698,0.294118,0.555556,0,0.95,cluster1
147,0.875,0.142857,sep,tue,0.847742,0.249139,0.778703,0.057041,0.707395,0.152941,0.355556,0,0.96,cluster0
148,0.125,0,aug,tue,0.981935,0.3694,0.749619,0.30303,0.488746,0.329412,0.7,0,1.07,cluster2
149,0.875,0.571429,sep,thu,0.967742,0.274983,0.7943,0.319073,0.691318,0.117647,0.455556,0,1.12,cluster0
150,0.625,0.428571,jun,fri,0.952258,0.190558,0.498886,0.12656,0.675241,0.282353,0.555556,0,1.19,cluster0
151,1,1,jul,sun,0.92129,0.232598,0.407294,0.128342,0.726688,0.164706,0.2,0,1.36,cluster2
152,0.25,0.285714,jul,sat,0.92129,0.17264,0.488097,0.110517,0.720257,0.329412,0.155556,0,1.43,cluster1
153,0.5,0.285714,sep,fri,0.975484,0.289456,0.802627,0.283422,0.575563,0.376471,0.5,0,1.46,cluster0
154,0,0.428571,sep,sat,0.963871,0.497243,0.836754,0.144385,0.881029,0.141176,0.255556,0,1.46,cluster0
155,0.75,0.285714,aug,sun,0.981935,0.3694,0.749619,0.30303,0.456592,0.376471,0.1,0,1.56,cluster2
156,0.125,0.285714,sep,sat,0.963871,0.497243,0.836754,0.144385,0.848875,0.141176,0.2,0,1.61,cluster0
157,0.125,0,aug,wed,0.947097,0.379394,0.757828,0.171123,0.5209,0.352941,0.355556,0,1.63,cluster2
158,0.125,0.285714,aug,wed,0.947097,0.379394,0.757828,0.171123,0.588424,0.235294,0.4,0,1.64,cluster2
159,0.75,0.285714,sep,fri,0.950968,0.402481,0.774129,0.217469,0.540193,0.223529,0.6,0,1.69,cluster0
160,0.75,0.285714,mar,mon,0.92129,0.133012,0.092295,0.110517,0.446945,0.164706,0.3,0,1.75,cluster1
161,0.625,0.285714,aug,thu,0.987097,0.450034,0.66952,0.185383,0.581994,0.305882,0.4,0,1.9,cluster2
162,0.625,0.142857,mar,sat,0.927742,0.168849,0.108479,0.139037,0.418006,0.188235,0.9,0,1.94,cluster1
163,0.875,0.571429,sep,sat,0.952258,0.413508,0.781635,0.153298,0.501608,0.482353,0.155556,0,1.95,cluster0
164,0.875,0.428571,sep,sun,0.916129,0.30634,0.816817,0.085561,0.501608,0.611765,0.2,0,2.01,cluster0
165,0.625,0.428571,mar,thu,0.854194,0.058925,0.055236,0.053476,0.099678,0.647059,0.455556,0,2.14,cluster1
166,0.625,0.428571,aug,wed,0.947097,0.379394,0.757828,0.171123,0.463023,0.376471,0.055556,0,2.29,cluster2
167,0.625,0.428571,aug,wed,0.997419,0.434183,0.659787,0.294118,0.681672,0.211765,0.455556,0,2.51,cluster2
168,0.625,0.428571,mar,fri,0.935484,0.162646,0.10543,0.222816,0.398714,0.129412,1,0,2.53,cluster1
169,0.875,0.571429,aug,thu,0.987097,0.450034,0.66952,0.185383,0.594855,0.352941,0.2,0,2.55,cluster2
170,0.5,0.285714,sep,wed,0.957419,0.455548,0.811188,0.163993,0.633441,0.235294,0.155556,0,2.57,cluster0
171,0.875,0.571429,aug,wed,0.863226,0.307719,0.705641,0.117647,0.488746,0.411765,0.4,0,2.69,cluster2
172,0.75,0.285714,aug,sun,0.938065,0.486906,0.696024,0.188948,0.575563,0.282353,0.555556,0,2.74,cluster2
173,0.375,0.285714,sep,mon,0.931613,0.432116,0.795825,0.124777,0.498392,0.282353,0.2,0,3.07,cluster0
174,0,0.285714,aug,sat,0.922581,0.330117,0.722763,0.158645,0.385852,0.447059,0.155556,0,3.5,cluster2
175,0,0.285714,aug,sat,0.922581,0.330117,0.722763,0.158645,0.581994,0.282353,0.5,0,4.53,cluster2
176,0.625,0.428571,apr,thu,0.810323,0.027567,0.055471,0.048128,0.115756,0.458824,0.6,0,4.61,cluster1
177,0.125,0.428571,aug,sun,0.922581,0.339421,0.730972,0.112299,0.546624,0.341176,0.255556,0,4.69,cluster2
178,0.125,0.428571,sep,wed,0.92129,0.281875,0.853524,0.110517,0.517685,0.352941,0.2,0,4.88,cluster0
179,0.875,0.571429,aug,tue,0.904516,0.50379,0.711387,0.160428,0.392283,0.6,0.555556,0,5.23,cluster2
180,0,0.142857,sep,sun,0.950968,0.423846,0.789023,0.151515,0.697749,0.2,0.7,0,5.33,cluster0
181,0.875,0.571429,oct,mon,0.854194,0.109235,0.769673,0.053476,0.543408,0.2,0.4,0,5.44,cluster0
182,0.5,0.285714,feb,sun,0.87871,0.049966,0.047379,0.069519,0.327974,0.447059,0.2,0,6.38,cluster2
183,0.75,0.285714,oct,mon,0.941935,0.163336,0.807083,0.197861,0.469453,0.352941,0.455556,0,6.83,cluster0
184,0.875,0.571429,aug,fri,0.970323,0.463818,0.678785,0.269162,0.598071,0.223529,0.5,0,6.96,cluster2
185,0.125,0.428571,sep,tue,0.932903,0.442453,0.802979,0.124777,0.495177,0.364706,0.3,0,7.04,cluster0
186,0.875,0.571429,mar,sun,0.910968,0.172984,0.11059,0.171123,0.299035,0.282353,0.6,0,7.19,cluster1
187,0,0.428571,sep,mon,0.931613,0.432116,0.795825,0.124777,0.604502,0.317647,0.2,0,7.3,cluster0
188,0.625,0.285714,mar,sat,0.930323,0.140593,0.095579,0.14082,0.356913,0.317647,0.055556,0,7.4,cluster1
189,0.75,0.285714,mar,sun,0.929032,0.147829,0.099097,0.098039,0.299035,0.529412,0.4,0,8.24,cluster1
190,0.625,0.428571,mar,fri,0.935484,0.162646,0.10543,0.222816,0.305466,0.211765,0.4,0,8.31,cluster1
191,0.125,0.428571,aug,thu,0.987097,0.450034,0.66952,0.185383,0.707395,0.152941,0.255556,0,8.68,cluster2
192,0.125,0,aug,tue,0.981935,0.3694,0.749619,0.30303,0.720257,0.082353,0.455556,0,8.71,cluster2
193,0.375,0.428571,sep,wed,0.957419,0.455548,0.811188,0.163993,0.710611,0.117647,0.4,0,9.41,cluster0
194,0.125,0,aug,tue,0.981935,0.3694,0.749619,0.30303,0.720257,0.082353,0.455556,0,10.01,cluster2
195,0.125,0.428571,aug,fri,0.970323,0.463818,0.678785,0.269162,0.684887,0.247059,0.555556,0,10.02,cluster2
196,0.625,0.428571,apr,thu,0.810323,0.027567,0.055471,0.048128,0.115756,0.458824,0.6,0,10.93,cluster1
197,0.375,0.428571,sep,thu,0.957419,0.468298,0.819163,0.163993,0.620579,0,0.055556,0,11.06,cluster0
198,0.25,0.285714,sep,tue,0.932903,0.442453,0.802979,0.124777,0.376206,0.517647,0.655556,0,11.24,cluster0
199,0.125,0.285714,sep,mon,0.578065,0.240179,0.770963,0.01426,0.655949,0.270588,0.355556,0,11.32,cluster0
200,0,0.428571,sep,tue,0.932903,0.442453,0.802979,0.124777,0.623794,0.211765,0.2,0,11.53,cluster0
201,0.625,0.428571,mar,sun,0.92129,0.125775,0.088894,0.128342,0.327974,0.458824,0.355556,0,12.1,cluster1
202,0.75,0.285714,feb,sun,0.84129,0.026189,0.02838,0.037433,0.212219,0.623529,0.2,0,13.05,cluster2
203,0.875,0.571429,oct,wed,0.938065,0.126809,0.780931,0.092692,0.578778,0.258824,0.255556,0,13.7,cluster0
204,0.5,0.571429,mar,sat,0.927742,0.168849,0.108479,0.139037,0.414791,0.576471,0.4,0,13.99,cluster1
205,0.375,0.428571,sep,thu,0.957419,0.468298,0.819163,0.163993,0.639871,0.223529,0.155556,0,14.57,cluster0
206,0.125,0,aug,sat,0.965161,0.476568,0.687581,0.361854,0.665595,0.188235,0.755556,0,15.45,cluster2
207,0.75,0.428571,sep,tue,0.932903,0.442453,0.802979,0.124777,0.594855,0.258824,0.2,0,17.2,cluster0
208,0.625,0.428571,sep,fri,0.950968,0.402481,0.774129,0.217469,0.559486,0.211765,0.655556,0,19.23,cluster0
209,0.875,0.142857,sep,thu,0.967742,0.274983,0.7943,0.319073,0.675241,0.129412,0.5,0,23.41,cluster0
210,0.375,0.285714,oct,sat,0.927742,0.146795,0.796294,0.11943,0.5209,0.117647,0.3,0,24.23,cluster1
211,0.75,0.285714,aug,sat,0.965161,0.476568,0.687581,0.361854,0.093248,0.952941,0.6,0,26,cluster2
212,0.75,0.285714,sep,fri,0.975484,0.289456,0.802627,0.283422,0.575563,0.376471,0.5,0,26.13,cluster0
213,0.75,0.142857,mar,mon,0.889032,0.176085,0.112466,0.089127,0.282958,0.364706,0.6,0,27.35,cluster1
214,0.375,0.285714,mar,sat,0.941935,0.119573,0.085493,0.139037,0.475884,0.141176,0.5,0,28.66,cluster1
215,0.375,0.285714,mar,sat,0.941935,0.119573,0.085493,0.139037,0.475884,0.141176,0.5,0,28.66,cluster1
216,0.375,0.285714,sep,sun,0.950968,0.423846,0.789023,0.151515,0.472669,0.529412,0.1,0,29.48,cluster0
217,0,0.142857,sep,mon,0.901935,0.312543,0.823267,0.12656,0.327974,0.682353,0.655556,0,30.32,cluster0
218,0.375,0.428571,sep,wed,0.957419,0.455548,0.811188,0.163993,0.553055,0.047059,0.1,0,31.72,cluster0
219,0.625,0.428571,mar,mon,0.92129,0.133012,0.092295,0.110517,0.418006,0.141176,0.3,0,31.86,cluster1
220,0.875,0.571429,aug,sun,0.922581,0.339421,0.730972,0.112299,0.450161,0.517647,0.3,0,32.07,cluster2
221,0.25,0.285714,sep,fri,0.962581,0.482771,0.827958,0.247772,0.527331,0.4,0.355556,0,35.88,cluster0
